Division,Line,Station Name,Entrance Type,Vending,Staffing,Entrance Latitude,Entrance Longitude
IND,Queens Boulevard,7th Av,Stair,YES,NONE,40.763141,-73.982666
IND,Queens Boulevard,7th Av,Stair,YES,NONE,40.763388,-73.982495
IND,Queens Boulevard,Briarwood-Van Wyck Blvd,Stair,YES,FULL,40.708068,-73.820111
IND,Queens Boulevard,Briarwood-Van Wyck Blvd,Stair,YES,FULL,40.709316,-73.819773
IND,Queens Boulevard,Briarwood-Van Wyck Blvd,Stair,YES,FULL,40.709681,-73.819601
IND,Queens Boulevard,Elmhurst Av,Stair,NO,FULL,40.741729,-73.881135
IND,Queens Boulevard,Elmhurst Av,Stair,NO,FULL,40.742066,-73.881039
IND,Queens Boulevard,Elmhurst Av,Stair,NO,FULL,40.741861,-73.881457
IND,Queens Boulevard,Elmhurst Av,Stair,NO,FULL,40.742937,-73.882708
IND,Queens Boulevard,Elmhurst Av,Stair,NO,FULL,40.742791,-73.883025
IND,Queens Boulevard,Forest Hills-71st Av,Stair,YES,FULL,40.7211,-73.844039
IND,Queens Boulevard,Forest Hills-71st Av,Stair,YES,FULL,40.72149,-73.843389
IND,Queens Boulevard,Forest Hills-71st Av,Stair,YES,NONE,40.722269,-73.845153
IND,Queens Boulevard,Forest Hills-71st Av,Stair,YES,NONE,40.721409,-73.844632
IND,Queens Boulevard,Forest Hills-71st Av,Stair,YES,NONE,40.721916,-73.844352
IND,Queens Boulevard,Grand Av-Newtown,Stair,YES,FULL,40.735888,-73.876886
IND,Queens Boulevard,Grand Av-Newtown,Stair,YES,FULL,40.736277,-73.876424
IND,Queens Boulevard,Grand Av-Newtown,Stair,YES,FULL,40.736075,-73.877167
IND,Queens Boulevard,Grand Av-Newtown,Stair,YES,FULL,40.737354,-73.877191
IND,Queens Boulevard,Grand Av-Newtown,Stair,YES,FULL,40.737477,-73.877424
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Door,YES,FULL,40.746784,-73.890958
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Door,YES,FULL,40.746597,-73.890955
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Stair,YES,NONE,40.747238,-73.892146
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Stair,YES,NONE,40.747034,-73.892555
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Stair,NO,NONE,40.745988,-73.890208
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Stair,NO,NONE,40.746391,-73.890285
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,Stair,NO,NONE,40.746527,-73.891461
IND,Queens Boulevard,Jamaica-179th St,Elevator,YES,FULL,40.712581,-73.783377
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712865,-73.782418
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.713207,-73.782119
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712723,-73.782637
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.713113,-73.782624
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712723,-73.783035
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.71294,-73.783179
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712669,-73.783274
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712892,-73.783363
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,FULL,40.712548,-73.783427
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.71264,-73.784411
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.712295,-73.78428
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.712575,-73.784669
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.71224,-73.784456
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.712483,-73.785064
IND,Queens Boulevard,Jamaica-179th St,Stair,YES,NONE,40.712242,-73.784968
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Elevator,YES,FULL,40.714001,-73.831166
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,FULL,40.713663,-73.830011
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,FULL,40.714073,-73.829917
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,FULL,40.713967,-73.831303
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,NONE,40.714145,-73.830886
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,NONE,40.715019,-73.83162
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,NONE,40.714673,-73.832151
IND,Queens Boulevard,Kew Gardens-Union Turnpike,Stair,YES,NONE,40.714929,-73.831501
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,FULL,40.758329,-73.970567
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,FULL,40.75812,-73.970958
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,NONE,40.757784,-73.971098
IND,Queens Boulevard,Lexington Av-53rd St,Elevator,YES,NONE,40.757804,-73.971141
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,PART,40.757475,-73.969255
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,PART,40.757718,-73.969161
IND,Queens Boulevard,Lexington Av-53rd St,Easement,YES,PART,40.757685,-73.969125
IND,Queens Boulevard,Northern Blvd,Stair,YES,FULL,40.753086,-73.907119
IND,Queens Boulevard,Northern Blvd,Stair,YES,NONE,40.753428,-73.906847
IND,Queens Boulevard,Parsons Blvd,Stair,YES,FULL,40.707473,-73.802797
IND,Queens Boulevard,Parsons Blvd,Stair,YES,FULL,40.707873,-73.802999
IND,Queens Boulevard,Parsons Blvd,Stair,YES,FULL,40.707563,-73.802611
IND,Queens Boulevard,Parsons Blvd,Stair,YES,NONE,40.707062,-73.804332
IND,Queens Boulevard,Parsons Blvd,Stair,YES,NONE,40.707358,-73.804498
IND,Queens Boulevard,Parsons Blvd,Stair,YES,NONE,40.707063,-73.80462
IND,Queens Boulevard,Queens Plaza,Stair,YES,FULL,40.748705,-73.938471
IND,Queens Boulevard,Queens Plaza,Stair,YES,FULL,40.749086,-73.937896
IND,Queens Boulevard,Queens Plaza,Stair,YES,FULL,40.748697,-73.937364
IND,Queens Boulevard,Queens Plaza,Stair,YES,FULL,40.748807,-73.937057
IND,Queens Boulevard,Queens Plaza,Stair,YES,FULL,40.748466,-73.938244
IND,Queens Boulevard,Queens Plaza,Stair,YES,NONE,40.749577,-73.936094
IND,Queens Boulevard,Queens Plaza,Stair,YES,NONE,40.749857,-73.936198
IND,Queens Boulevard,Steinway St,Stair,YES,FULL,40.758143,-73.919842
IND,Queens Boulevard,Steinway St,Stair,YES,FULL,40.758279,-73.919433
IND,Queens Boulevard,Steinway St,Stair,YES,NONE,40.756583,-73.921108
IND,Queens Boulevard,Steinway St,Stair,YES,NONE,40.756673,-73.920622
IND,Queens Boulevard,Sutphin Blvd,Stair,YES,FULL,40.705591,-73.809481
IND,Queens Boulevard,Sutphin Blvd,Stair,YES,FULL,40.705945,-73.809489
IND,Queens Boulevard,Sutphin Blvd,Stair,YES,FULL,40.705538,-73.809717
IND,Queens Boulevard,Sutphin Blvd,Stair,YES,NONE,40.705341,-73.81186
IND,Queens Boulevard,Sutphin Blvd,Stair,YES,NONE,40.704906,-73.811956
IND,Queens Boulevard,Woodhaven Blvd,Stair,YES,FULL,40.733041,-73.870334
IND,Queens Boulevard,Woodhaven Blvd,Stair,YES,FULL,40.733354,-73.870983
IND,Queens Boulevard,Woodhaven Blvd,Stair,YES,FULL,40.733555,-73.869588
IND,Queens Boulevard,Woodhaven Blvd,Stair,YES,NONE,40.733188,-73.868605
IND,Rockaway,Aqueduct Racetrack,Ramp,NO,NONE,40.672208,-73.834589
IND,Rockaway,Aqueduct-North Conduit Av,Door,YES,FULL,40.667018,-73.83348
IND,Rockaway,Aqueduct-North Conduit Av,Stair,NO,NONE,40.669339,-73.834721
IND,Rockaway,Beach 105th St,Stair,YES,FULL,40.583187,-73.827388
IND,Rockaway,Beach 105th St,Stair,YES,FULL,40.583369,-73.827474
IND,Rockaway,Beach 105th St,Stair,YES,FULL,40.583248,-73.827163
IND,Rockaway,Beach 105th St,Stair,YES,FULL,40.583435,-73.827232
IND,Rockaway,Beach 25th St,Stair,YES,FULL,40.599708,-73.761959
IND,Rockaway,Beach 25th St,Stair,YES,FULL,40.599427,-73.761807
IND,Rockaway,Beach 25th St,Stair,YES,FULL,40.59967,-73.761596
IND,Rockaway,Beach 36th St,Stair,YES,FULL,40.595617,-73.768032
IND,Rockaway,Beach 36th St,Stair,YES,FULL,40.595297,-73.768206
IND,Rockaway,Beach 36th St,Stair,YES,FULL,40.595445,-73.768313
IND,Rockaway,Beach 36th St,Stair,YES,FULL,40.595469,-73.767919
IND,Rockaway,Beach 44th St,Stair,YES,FULL,40.593106,-73.775743
IND,Rockaway,Beach 44th St,Stair,YES,FULL,40.59286,-73.776109
IND,Rockaway,Beach 44th St,Stair,YES,FULL,40.593079,-73.775985
IND,Rockaway,Beach 44th St,Stair,YES,FULL,40.592897,-73.775715
IND,Rockaway,Beach 60th St,Stair,YES,FULL,40.592269,-73.789578
IND,Rockaway,Beach 60th St,Stair,YES,FULL,40.59249,-73.789161
IND,Rockaway,Beach 60th St,Stair,YES,FULL,40.592292,-73.789153
IND,Rockaway,Beach 60th St,Stair,YES,FULL,40.592478,-73.78941
IND,Rockaway,Beach 67th St,Stair,YES,FULL,40.590744,-73.797789
IND,Rockaway,Beach 67th St,Stair,YES,FULL,40.590901,-73.796609
IND,Rockaway,Beach 67th St,Stair,YES,FULL,40.591123,-73.79646
IND,Rockaway,Beach 67th St,Stair,YES,FULL,40.590951,-73.796176
IND,Rockaway,Beach 90th St,Stair,YES,FULL,40.58808,-73.813907
IND,Rockaway,Beach 90th St,Stair,YES,FULL,40.587929,-73.813755
IND,Rockaway,Beach 90th St,Stair,YES,FULL,40.587999,-73.814117
IND,Rockaway,Beach 90th St,Stair,YES,FULL,40.587814,-73.814037
IND,Rockaway,Beach 98th St,Stair,YES,FULL,40.58554,-73.820345
IND,Rockaway,Beach 98th St,Stair,YES,FULL,40.585342,-73.820249
IND,Rockaway,Beach 98th St,Stair,YES,FULL,40.585208,-73.820595
IND,Rockaway,Broad Channel,Stair,YES,FULL,40.608007,-73.815967
IND,Rockaway,Far Rockaway-Mott Av,Door,YES,FULL,40.604657,-73.754178
IND,Rockaway,Howard Beach,Elevator,YES,FULL,40.660465,-73.830518
IND,Rockaway,Howard Beach,Elevator,YES,FULL,40.660486,-73.830453
IND,Rockaway,Howard Beach,Stair,YES,FULL,40.660372,-73.830369
IND,Rockaway,Howard Beach,Stair,NO,NONE,40.66016,-73.830372
IND,Rockaway,Rockaway Park-Beach 116th,Door,YES,FULL,40.58051,-73.837418
BMT,Sea Beach,18th Av,Door,YES,FULL,40.620062,-73.98941
BMT,Sea Beach,18th Av,Door,NO,NONE,40.621306,-73.991469
BMT,Sea Beach,20th Av,Door,YES,FULL,40.617341,-73.98484
BMT,Sea Beach,86th St,Door,YES,FULL,40.592724,-73.978227
BMT,Sea Beach,8th Av,Door,YES,FULL,40.634552,-74.010726
BMT,Sea Beach,Av U,Door,YES,FULL,40.596459,-73.978943
BMT,Sea Beach,Av U,Door,NO,NONE,40.598512,-73.979335
BMT,Sea Beach,Bay Parkway-22nd Av,Door,YES,FULL,40.612989,-73.982084
BMT,Sea Beach,Bay Parkway-22nd Av,Door,YES,NONE,40.610572,-73.981613
BMT,Sea Beach,Fort Hamilton Parkway,Door,YES,FULL,40.632179,-74.006658
BMT,Sea Beach,Fort Hamilton Parkway,Door,YES,NONE,40.630609,-74.004067
BMT,Sea Beach,Kings Highway,Door,YES,FULL,40.605107,-73.980578
BMT,Sea Beach,Kings Highway,Door,NO,NONE,40.603212,-73.980199
BMT,Sea Beach,New Utrecht Av,Door,YES,FULL,40.625606,-73.99683
BMT,Sea Beach,New Utrecht Av,Door,YES,NONE,40.624246,-73.995962
BMT,West End,18th Av,Stair,YES,FULL,40.607602,-74.001491
BMT,West End,18th Av,Stair,YES,FULL,40.607723,-74.001894
BMT,West End,18th Av,Stair,YES,FULL,40.607897,-74.001628
BMT,West End,20th Av,Stair,YES,FULL,40.604439,-73.998164
BMT,West End,20th Av,Stair,YES,FULL,40.604587,-73.998007
BMT,West End,20th Av,Stair,YES,FULL,40.604631,-73.998498
BMT,West End,20th Av,Stair,YES,FULL,40.604789,-73.998349
BMT,West End,25th Av,Stair,YES,FULL,40.597889,-73.986958
BMT,West End,25th Av,Stair,YES,FULL,40.5981,-73.987279
BMT,West End,25th Av,Stair,YES,FULL,40.597751,-73.987112
BMT,West End,25th Av,Stair,YES,FULL,40.597952,-73.987442
BMT,West End,50th St,Stair,YES,FULL,40.636133,-73.994915
BMT,West End,50th St,Stair,YES,FULL,40.636139,-73.994702
BMT,West End,50th St,Stair,YES,FULL,40.636415,-73.994879
BMT,West End,50th St,Stair,YES,FULL,40.636405,-73.994673
BMT,West End,55th St,Stair,YES,FULL,40.631389,-73.995262
BMT,West End,55th St,Stair,YES,FULL,40.631538,-73.995643
BMT,West End,55th St,Stair,YES,FULL,40.631709,-73.995283
BMT,West End,62nd St,Stair,YES,NONE,40.627299,-73.996465
BMT,West End,62nd St,Stair,YES,NONE,40.62711,-73.99687
BMT,West End,62nd St,Stair,YES,NONE,40.627367,-73.996729
BMT,West End,71st St,Stair,YES,FULL,40.618834,-73.999195
BMT,West End,71st St,Stair,YES,FULL,40.619133,-73.99924
BMT,West End,71st St,Stair,YES,FULL,40.61877,-73.998995
BMT,West End,71st St,Stair,YES,FULL,40.618889,-73.998832
BMT,West End,71st St,Stair,NO,NONE,40.62036,-73.99855
BMT,West End,71st St,Stair,NO,NONE,40.620379,-73.998764
BMT,West End,79th St,Stair,YES,FULL,40.612855,-74.000892
BMT,West End,79th St,Stair,YES,FULL,40.612847,-74.000721
BMT,West End,79th St,Stair,NO,NONE,40.614018,-74.000378
BMT,West End,79th St,Stair,NO,NONE,40.614054,-74.000585
BMT,West End,9th Av,Door,YES,FULL,40.646337,-73.994489
BMT,West End,Bay 50th St,Stair,YES,FULL,40.588022,-73.983735
BMT,West End,Bay 50th St,Stair,YES,FULL,40.588066,-73.983498
BMT,West End,Bay 50th St,Stair,YES,FULL,40.588305,-73.983791
BMT,West End,Bay 50th St,Stair,YES,FULL,40.588348,-73.983543
BMT,West End,Bay Parkway,Stair,YES,FULL,40.601726,-73.993696
BMT,West End,Bay Parkway,Stair,YES,FULL,40.601898,-73.993538
BMT,West End,Bay Parkway,Stair,YES,FULL,40.601993,-73.99413
BMT,West End,Bay Parkway,Stair,YES,FULL,40.60215,-73.993948
BMT,West End,Fort Hamilton Parkway,Stair,YES,FULL,40.640185,-73.994423
BMT,West End,Fort Hamilton Parkway,Stair,YES,FULL,40.64018,-73.99422
BMT,West End,Fort Hamilton Parkway,Stair,YES,FULL,40.64136,-73.994411
BMT,West End,Fort Hamilton Parkway,Stair,YES,FULL,40.641379,-73.994188
IRT,White Plains Road,149th St-3rd Av,Elevator,YES,FULL,40.816247,-73.917798
IRT,White Plains Road,149th St-3rd Av,Stair,YES,FULL,40.816315,-73.917543
IRT,White Plains Road,149th St-3rd Av,Stair,YES,FULL,40.816242,-73.917934
IRT,White Plains Road,149th St-3rd Av,Stair,YES,FULL,40.816265,-73.917456
IRT,White Plains Road,149th St-3rd Av,Elevator,YES,NONE,40.815971,-73.917983
IRT,White Plains Road,149th St-3rd Av,Stair,YES,NONE,40.815881,-73.917522
IRT,White Plains Road,149th St-3rd Av,Stair,YES,NONE,40.816033,-73.918064
IRT,White Plains Road,149th St-3rd Av,Stair,YES,NONE,40.815853,-73.917759
IRT,White Plains Road,174th St,Stair,YES,FULL,40.837325,-73.888048
IRT,White Plains Road,174th St,Stair,YES,FULL,40.837599,-73.887755
IRT,White Plains Road,174th St,Stair,YES,NONE,40.837241,-73.88756
IRT,White Plains Road,174th St,Stair,YES,NONE,40.837306,-73.887287
IRT,White Plains Road,219th St,Stair,YES,FULL,40.883723,-73.86287
IRT,White Plains Road,219th St,Stair,YES,FULL,40.883439,-73.862743
IRT,White Plains Road,225th St,Stair,YES,FULL,40.887709,-73.860666
IRT,White Plains Road,225th St,Stair,YES,FULL,40.88766,-73.860444
IRT,White Plains Road,225th St,Stair,YES,FULL,40.887972,-73.860517
IRT,White Plains Road,233rd St,Stair,YES,FULL,40.893215,-73.857344
IRT,White Plains Road,233rd St,Stair,YES,FULL,40.893597,-73.857405
IRT,White Plains Road,238th St-Nereid Av,Stair,YES,FULL,40.89862,-73.854316
IRT,White Plains Road,238th St-Nereid Av,Stair,YES,FULL,40.898323,-73.854288
IRT,White Plains Road,Allerton Av,Stair,YES,FULL,40.865605,-73.867476
IRT,White Plains Road,Allerton Av,Stair,YES,FULL,40.865257,-73.867246
IRT,White Plains Road,Bronx Park East,Stair,YES,FULL,40.848762,-73.868382
IRT,White Plains Road,Bronx Park East,Stair,YES,FULL,40.849169,-73.868356
IRT,White Plains Road,Bronx Park East,Stair,YES,FULL,40.849128,-73.868213
IRT,White Plains Road,Burke Av,Stair,YES,FULL,40.871631,-73.867283
IRT,White Plains Road,Burke Av,Stair,YES,FULL,40.871215,-73.867043
IRT,White Plains Road,East 180th St,Door,YES,FULL,40.841223,-73.873499
IRT,White Plains Road,East 180th St,Door,YES,FULL,40.841453,-73.872892
IRT,White Plains Road,East Tremont Av-West Farms Sq,Escalator,YES,FULL,40.840815,-73.879623
IRT,White Plains Road,East Tremont Av-West Farms Sq,Stair,YES,FULL,40.840434,-73.880005
IRT,White Plains Road,East Tremont Av-West Farms Sq,Stair,YES,FULL,40.840354,-73.879833
IRT,White Plains Road,East Tremont Av-West Farms Sq,Stair,YES,FULL,40.840639,-73.879555
IRT,White Plains Road,East Tremont Av-West Farms Sq,Stair,YES,FULL,40.841078,-73.879397
IRT,White Plains Road,Freeman St,Stair,YES,FULL,40.829903,-73.89202
IRT,White Plains Road,Freeman St,Stair,YES,FULL,40.830369,-73.892015
IRT,White Plains Road,Freeman St,Stair,YES,NONE,40.830074,-73.891486
IRT,White Plains Road,Freeman St,Stair,YES,NONE,40.830177,-73.891482
IRT,White Plains Road,Gun Hill Rd,Door,YES,FULL,40.877779,-73.866185
IRT,White Plains Road,Gun Hill Rd,Stair,YES,FULL,40.877839,-73.866421
IRT,White Plains Road,Intervale Av,Escalator,YES,FULL,40.8224,-73.896508
IRT,White Plains Road,Intervale Av,Stair,YES,FULL,40.822447,-73.896719
IRT,White Plains Road,Intervale Av,Stair,YES,FULL,40.822095,-73.896681
IRT,White Plains Road,Jackson Av,Stair,YES,FULL,40.816201,-73.907942
IRT,White Plains Road,Jackson Av,Stair,YES,FULL,40.816349,-73.907836
IRT,White Plains Road,Jackson Av,Stair,YES,FULL,40.816589,-73.907893
IRT,White Plains Road,Jackson Av,Stair,YES,FULL,40.816873,-73.907379
IRT,White Plains Road,Pelham Parkway,Escalator,YES,FULL,40.856338,-73.867544
IRT,White Plains Road,Pelham Parkway,Stair,YES,FULL,40.856403,-73.867771
IRT,White Plains Road,Pelham Parkway,Stair,YES,FULL,40.856337,-73.867521
IRT,White Plains Road,Pelham Parkway,Stair,YES,NONE,40.858041,-73.867718
IRT,White Plains Road,Pelham Parkway,Stair,YES,NONE,40.858029,-73.867481
IRT,White Plains Road,Prospect Av,Stair,YES,FULL,40.819583,-73.901958
IRT,White Plains Road,Prospect Av,Stair,YES,FULL,40.819887,-73.901666
IRT,White Plains Road,Prospect Av,Stair,YES,NONE,40.819368,-73.901966
IRT,White Plains Road,Prospect Av,Stair,YES,NONE,40.819562,-73.901498
IRT,White Plains Road,Prospect Av,Stair,YES,NONE,40.819684,-73.901348
IRT,White Plains Road,Simpson St,Elevator,YES,FULL,40.824356,-73.892897
IRT,White Plains Road,Simpson St,Stair,YES,FULL,40.824177,-73.893114
IRT,White Plains Road,Simpson St,Stair,YES,FULL,40.824358,-73.892724
IRT,White Plains Road,Simpson St,Elevator,YES,NONE,40.823884,-73.893197
IRT,White Plains Road,Simpson St,Stair,YES,NONE,40.824118,-73.892731
IRT,White Plains Road,Wakefield-241st St,Stair,YES,FULL,40.903597,-73.85036
IRT,White Plains Road,Wakefield-241st St,Stair,YES,FULL,40.903283,-73.850321
IRT,White Plains Road,Wakefield-241st St,Stair,YES,FULL,40.903509,-73.850124
IRT,Flushing,34 St Hudson Yards,Elevator,YES,FULL,40.754904,-74.001323
IRT,Flushing,34 St Hudson Yards,Stair,YES,FULL,40.754937,-74.000961
