Division,Line,Station Name,Entrance Type,Vending,Staffing,Entrance Latitude,Entrance Longitude
IND,Concourse,Fordham Rd,Stair,YES,NONE,40.862296,-73.896885
IND,Concourse,Fordham Rd,Stair,YES,NONE,40.862608,-73.896662
IND,Concourse,Kingsbridge Rd,Stair,YES,FULL,40.868114,-73.893195
IND,Concourse,Kingsbridge Rd,Stair,YES,FULL,40.867688,-73.892739
IND,Concourse,Kingsbridge Rd,Door,YES,NONE,40.866181,-73.894306
IND,Concourse,Kingsbridge Rd,Stair,YES,NONE,40.866369,-73.894521
IND,Concourse,Kingsbridge Rd,Stair,YES,NONE,40.866127,-73.893982
IND,Concourse,Norwood-205th St,Stair,YES,FULL,40.874902,-73.879267
IND,Concourse,Norwood-205th St,Stair,YES,FULL,40.875087,-73.87961
IND,Concourse,Norwood-205th St,Stair,YES,NONE,40.874021,-73.877501
IND,Concourse,Norwood-205th St,Stair,YES,NONE,40.874262,-73.877533
IND,Concourse,Tremont Av,Stair,YES,FULL,40.849864,-73.906084
IND,Concourse,Tremont Av,Stair,YES,FULL,40.850124,-73.905841
IND,Concourse,Tremont Av,Stair,YES,FULL,40.849968,-73.905226
IND,Concourse,Tremont Av,Stair,YES,NONE,40.851052,-73.905093
IND,Concourse,Tremont Av,Stair,YES,NONE,40.851176,-73.904263
IND,Concourse,Yankee Stadium-161st St,Elevator,YES,FULL,40.82784,-73.925715
IND,Concourse,Yankee Stadium-161st St,Stair,YES,FULL,40.827488,-73.926004
IND,Concourse,Yankee Stadium-161st St,Stair,YES,FULL,40.827471,-73.92625
IND,Concourse,Yankee Stadium-161st St,Stair,YES,FULL,40.827545,-73.926202
IND,Concourse,Yankee Stadium-161st St,Stair,YES,FULL,40.828011,-73.925588
IND,Concourse,Yankee Stadium-161st St,Door,YES,NONE,40.827372,-73.924217
IND,Concourse,Yankee Stadium-161st St,Stair,YES,NONE,40.827572,-73.924028
IND,Concourse,Yankee Stadium-161st St,Stair,YES,NONE,40.827539,-73.924156
BMT,Coney Island,Stillwell Av,Stair,YES,FULL,40.5769,-73.980846
BMT,Coney Island,West 8th St,Stair,YES,FULL,40.575499,-73.976873
BMT,Coney Island,West 8th St,Stair,YES,FULL,40.575929,-73.976747
IND,Crosstown,21st St,Stair,YES,FULL,40.744625,-73.949117
IND,Crosstown,21st St,Stair,YES,FULL,40.744771,-73.948658
IND,Crosstown,21st St,Stair,YES,FULL,40.744552,-73.948425
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,FULL,40.689995,-73.951616
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,FULL,40.689757,-73.951612
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,NONE,40.689543,-73.954998
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,NONE,40.689367,-73.954957
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,NONE,40.6895,-73.955353
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,NONE,40.68933,-73.955318
IND,Crosstown,Broadway,Stair,YES,FULL,40.705114,-73.950062
IND,Crosstown,Broadway,Stair,YES,FULL,40.70549,-73.950554
IND,Crosstown,Broadway,Stair,YES,FULL,40.705495,-73.950089
IND,Crosstown,Broadway,Stair,YES,FULL,40.705204,-73.95032
IND,Crosstown,Classon Av,Stair,YES,FULL,40.688942,-73.960215
IND,Crosstown,Classon Av,Stair,YES,FULL,40.688781,-73.959871
IND,Crosstown,Classon Av,Stair,YES,FULL,40.688753,-73.96019
IND,Crosstown,Clinton-Washington Avs,Stair,YES,FULL,40.688114,-73.967575
IND,Crosstown,Clinton-Washington Avs,Stair,NO,FULL,40.688114,-73.967575
IND,Crosstown,Clinton-Washington Avs,Stair,YES,FULL,40.687875,-73.967931
IND,Crosstown,Clinton-Washington Avs,Stair,NO,FULL,40.687875,-73.967931
IND,Crosstown,Clinton-Washington Avs,Stair,YES,FULL,40.68846,-73.965749
IND,Crosstown,Clinton-Washington Avs,Stair,NO,FULL,40.68846,-73.965749
IND,Crosstown,Clinton-Washington Avs,Stair,YES,FULL,40.688157,-73.965579
IND,Crosstown,Clinton-Washington Avs,Stair,NO,FULL,40.688157,-73.965579
IND,Crosstown,Flushing Av,Stair,YES,FULL,40.699582,-73.950164
IND,Crosstown,Flushing Av,Stair,YES,NONE,40.699985,-73.949895
IND,Crosstown,Fulton St,Stair,YES,FULL,40.687159,-73.97629
IND,Crosstown,Fulton St,Stair,YES,FULL,40.68716,-73.976865
IND,Crosstown,Greenpoint Av,Stair,YES,FULL,40.73007,-73.954377
IND,Crosstown,Greenpoint Av,Stair,YES,FULL,40.730122,-73.954049
IND,Crosstown,Greenpoint Av,Stair,YES,FULL,40.730278,-73.954488
IND,Crosstown,Greenpoint Av,Stair,YES,NONE,40.732258,-73.954379
IND,Crosstown,Greenpoint Av,Stair,YES,NONE,40.732216,-73.954784
IND,Crosstown,Long Island City-Court Square,Stair,YES,FULL,40.746214,-73.945115
IND,Crosstown,Long Island City-Court Square,Easement,NO,NONE,40.746869,-73.943522
IND,Crosstown,Long Island City-Court Square,Stair,NO,NONE,40.746243,-73.944011
IND,Crosstown,Metropolitan Av,Stair,YES,FULL,40.71414,-73.95135
IND,Crosstown,Metropolitan Av,Stair,YES,FULL,40.713927,-73.951737
IND,Crosstown,Metropolitan Av,Stair,NO,NONE,40.713747,-73.951768
IND,Crosstown,Metropolitan Av,Stair,NO,NONE,40.713744,-73.951455
IND,Crosstown,Myrtle-Willoughby Avs,Stair,YES,FULL,40.695436,-73.94948
IND,Crosstown,Myrtle-Willoughby Avs,Stair,YES,NONE,40.6955,-73.94896
IND,Crosstown,Nassau Av,Stair,YES,FULL,40.72365,-73.950929
IND,Crosstown,Nassau Av,Stair,YES,FULL,40.723765,-73.950566
IND,Crosstown,Nassau Av,Stair,YES,FULL,40.72378,-73.950985
IND,Crosstown,Nassau Av,Stair,YES,FULL,40.723894,-73.950665
IND,Crosstown,Nassau Av,Stair,NO,NONE,40.725446,-73.951974
IND,Crosstown,Nassau Av,Stair,YES,NONE,40.725573,-73.951603
IND,Culver,18th Av,Stair,YES,FULL,40.630531,-73.977251
IND,Culver,18th Av,Stair,YES,FULL,40.630562,-73.976995
IND,Culver,18th Av,Stair,YES,NONE,40.628674,-73.976892
IND,Culver,18th Av,Stair,YES,NONE,40.628708,-73.976646
IND,Culver,Av I,Stair,YES,FULL,40.626133,-73.976407
IND,Culver,Av I,Stair,YES,FULL,40.626163,-73.976177
IND,Culver,Av I,Stair,NO,NONE,40.624263,-73.976049
IND,Culver,Av I,Stair,NO,NONE,40.624301,-73.975817
IND,Culver,Av N,Stair,YES,FULL,40.614279,-73.97418
IND,Culver,Av N,Stair,YES,FULL,40.614304,-73.97391
IND,Culver,Av N,Stair,YES,NONE,40.616121,-73.974507
IND,Culver,Av N,Stair,YES,NONE,40.61616,-73.97427
IND,Culver,Av P,Stair,YES,FULL,40.608615,-73.973097
IND,Culver,Av P,Stair,YES,FULL,40.609041,-73.972904
IND,Culver,Av U,Stair,YES,FULL,40.596701,-73.973402
IND,Culver,Av U,Stair,YES,FULL,40.596897,-73.973137
IND,Culver,Av U,Stair,NO,NONE,40.595053,-73.973623
IND,Culver,Av U,Stair,NO,NONE,40.595027,-73.973382
IND,Culver,Av X,Stair,YES,FULL,40.590521,-73.974242
IND,Culver,Av X,Stair,YES,FULL,40.590266,-73.974051
IND,Culver,Bay Parkway-22nd Av,Stair,YES,FULL,40.620797,-73.975479
IND,Culver,Bay Parkway-22nd Av,Stair,YES,FULL,40.620825,-73.975138
IND,Culver,Bay Parkway-22nd Av,Stair,YES,FULL,40.621162,-73.975467
IND,Culver,Ditmas Av,Stair,YES,FULL,40.635434,-73.978289
IND,Culver,Ditmas Av,Stair,YES,FULL,40.635389,-73.977914
IND,Culver,Ditmas Av,Stair,YES,NONE,40.637093,-73.978463
IND,Culver,Ditmas Av,Stair,YES,NONE,40.637107,-73.978257
IND,Culver,Kings Highway,Stair,YES,FULL,40.604007,-73.972393
IND,Culver,Kings Highway,Stair,YES,FULL,40.603999,-73.972124
IND,Culver,Kings Highway,Stair,YES,NONE,40.602197,-73.97264
IND,Culver,Kings Highway,Stair,YES,NONE,40.602178,-73.972379
IND,Culver,Neptune Av-Van Siclen,Stair,YES,FULL,40.580576,-73.974443
IND,Culver,Neptune Av-Van Siclen,Stair,YES,FULL,40.580547,-73.974778
IRT,Dyre Av,Baychester Av,Door,NO,NONE,40.87933,-73.837858
IRT,Dyre Av,Baychester Av,Door,YES,PART,40.879519,-73.837958
IRT,Dyre Av,Eastchester-Dyre Av,Door,YES,PART,40.88798,-73.831195
IRT,Dyre Av,Gun Hill Rd,Easement,NO,NONE,40.870039,-73.845724
IRT,Dyre Av,Gun Hill Rd,Door,YES,PART,40.870117,-73.845869
IRT,Dyre Av,Morris Park,Door,YES,PART,40.854544,-73.860248
IRT,Dyre Av,Pelham Parkway,Door,YES,PART,40.858804,-73.855515
IRT,Eastern Parkway,Atlantic Av-Barclays Ctr,Easement,YES,FULL,40.684976,-73.97788
IRT,Eastern Parkway,Bergen St,Stair,YES,FULL,40.680695,-73.974748
IRT,Eastern Parkway,Bergen St,Stair,YES,FULL,40.680911,-73.97496
IRT,Eastern Parkway,Bergen St,Stair,YES,NONE,40.680832,-73.975534
IRT,Eastern Parkway,Bergen St,Stair,YES,NONE,40.680709,-73.975241
IRT,Eastern Parkway,Bergen St,Stair,YES,NONE,40.680951,-73.975448
IRT,Eastern Parkway,Eastern Parkway-Brooklyn Museum,Stair,YES,FULL,40.672122,-73.964154
IRT,Eastern Parkway,Eastern Parkway-Brooklyn Museum,Stair,YES,FULL,40.671789,-73.964301
IRT,Eastern Parkway,Franklin Av,Stair,YES,FULL,40.670485,-73.957806
IRT,Eastern Parkway,Franklin Av,Stair,YES,FULL,40.670732,-73.957696
IRT,Eastern Parkway,Franklin Av,Stair,YES,FULL,40.670337,-73.957973
IRT,Eastern Parkway,Franklin Av,Stair,YES,FULL,40.670922,-73.957764
IRT,Eastern Parkway,Grand Army Plaza,Stair,YES,FULL,40.67495,-73.97099
IRT,Eastern Parkway,Grand Army Plaza,Stair,YES,FULL,40.67511,-73.970822
IRT,Eastern Parkway,Grand Army Plaza,Stair,YES,FULL,40.675142,-73.971216
IRT,Eastern Parkway,Grand Army Plaza,Stair,YES,FULL,40.675286,-73.970825
IRT,Eastern Parkway,Hoyt St,Stair,YES,FULL,40.690388,-73.985299
IRT,Eastern Parkway,Hoyt St,Stair,YES,NONE,40.690931,-73.98525
IRT,Eastern Parkway,Hoyt St,Stair,YES,NONE,40.690972,-73.985448
IRT,Eastern Parkway,Hoyt St,Stair,NO,NONE,40.690025,-73.984248
IRT,Eastern Parkway,Hoyt St,Stair,NO,NONE,40.690433,-73.984323
IRT,Eastern Parkway,Kingston Av,Stair,YES,FULL,40.669261,-73.941948
IRT,Eastern Parkway,Kingston Av,Stair,YES,FULL,40.669289,-73.942463
IRT,Eastern Parkway,Nevins St,Stair,YES,FULL,40.688235,-73.980639
IRT,Eastern Parkway,Nevins St,Stair,YES,FULL,40.688053,-73.980506
IRT,Eastern Parkway,Nevins St,Stair,YES,NONE,40.688243,-73.980356
IRT,Eastern Parkway,Nevins St,Stair,YES,NONE,40.688085,-73.980243
IRT,Eastern Parkway,Nostrand Av,Stair,YES,FULL,40.669711,-73.950247
IRT,Eastern Parkway,Nostrand Av,Stair,YES,FULL,40.669741,-73.950798
IRT,Eastern Parkway,Utica Av,Elevator,YES,FULL,40.668935,-73.931831
IRT,Eastern Parkway,Utica Av,Stair,YES,FULL,40.6687,-73.931702
IRT,Eastern Parkway,Utica Av,Stair,YES,FULL,40.66896,-73.931675
IRT,Eastern Parkway,Utica Av,Stair,YES,FULL,40.668708,-73.931883
IRT,Eastern Parkway,Utica Av,Stair,YES,FULL,40.668969,-73.931874
IRT,Eastern Parkway,Utica Av,Stair,YES,NONE,40.668838,-73.934239
IRT,Eastern Parkway,Utica Av,Stair,YES,NONE,40.669102,-73.934213
IRT,Flushing,103rd St,Stair,YES,FULL,40.749787,-73.862389
IRT,Flushing,103rd St,Stair,YES,FULL,40.749973,-73.862425
IRT,Flushing,103rd St,Stair,YES,FULL,40.749775,-73.862537
IRT,Flushing,103rd St,Stair,YES,FULL,40.749964,-73.862546
IRT,Flushing,111th St,Stair,YES,FULL,40.75161,-73.856065
IRT,Flushing,111th St,Stair,YES,FULL,40.751423,-73.855996
IRT,Flushing,111th St,Stair,YES,FULL,40.751551,-73.855628
IRT,Flushing,45 Rd-Court House Sq,Stair,YES,FULL,40.746308,-73.945713
IRT,Flushing,45 Rd-Court House Sq,Stair,YES,FULL,40.74613,-73.945349
IRT,Flushing,45 Rd-Court House Sq,Stair,YES,FULL,40.746232,-73.945322
IRT,Flushing,5th Av,Stair,YES,FULL,40.753409,-73.98113
IRT,Flushing,5th Av,Stair,NO,NONE,40.754175,-73.982871
IRT,Flushing,5th Av,Stair,NO,NONE,40.754213,-73.982984
IRT,Flushing,82nd St-Jackson Heights,Stair,YES,FULL,40.747812,-73.883876
IRT,Flushing,82nd St-Jackson Heights,Stair,YES,FULL,40.747453,-73.883973
IRT,Flushing,82nd St-Jackson Heights,Stair,YES,FULL,40.747797,-73.884028
IRT,Flushing,90th St Elmhurst,Stair,YES,FULL,40.748318,-73.876432
IRT,Flushing,90th St Elmhurst,Stair,YES,FULL,40.74859,-73.876461
IRT,Flushing,90th St Elmhurst,Stair,YES,FULL,40.748582,-73.876591
IRT,Flushing,Bliss St-46th St,Stair,YES,FULL,40.743064,-73.918601
IRT,Flushing,Bliss St-46th St,Stair,YES,FULL,40.743217,-73.918564
IRT,Flushing,Bliss St-46th St,Stair,YES,FULL,40.743105,-73.918848
IRT,Flushing,Bliss St-46th St,Stair,YES,FULL,40.74324,-73.918813
IRT,Flushing,Bliss St-46th St,Stair,YES,NONE,40.742987,-73.917936
IRT,Flushing,Bliss St-46th St,Stair,YES,NONE,40.743134,-73.917895
IRT,Flushing,Broadway-74th St,Stair,YES,NONE,40.747025,-73.891413
IRT,Flushing,Fisk Av-69th St,Stair,YES,FULL,40.746509,-73.896268
IRT,Flushing,Fisk Av-69th St,Stair,YES,FULL,40.746148,-73.896396
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,40.759542,-73.829885
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,40.759706,-73.829943
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,40.759451,-73.829927
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,40.759587,-73.830408
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,40.759404,-73.830333
IRT,Flushing,Flushing-Main St,Elevator,YES,PART,40.759908,-73.829019
IRT,Flushing,Flushing-Main St,Escalator,YES,PART,40.760004,-73.82863
IRT,Flushing,Flushing-Main St,Escalator,YES,PART,40.760048,-73.828444
IRT,Flushing,Flushing-Main St,Escalator,YES,PART,40.759895,-73.828573
IRT,Flushing,Flushing-Main St,Stair,YES,PART,40.759946,-73.828414
IRT,Flushing,Grand Central-42nd St,Easement,YES,NONE,40.750851,-73.975078
IRT,Flushing,Hunters Point,Stair,YES,FULL,40.7425,-73.948609
IRT,Flushing,Hunters Point,Stair,YES,FULL,40.742405,-73.94811
IRT,Flushing,Hunters Point,Stair,YES,FULL,40.742422,-73.948195
IRT,Flushing,Junction Blvd,Elevator,YES,FULL,40.749263,-73.869376
IRT,Flushing,Junction Blvd,Stair,YES,FULL,40.749095,-73.86912
IRT,Flushing,Junction Blvd,Stair,YES,FULL,40.749266,-73.86922
IRT,Flushing,Junction Blvd,Stair,YES,FULL,40.749028,-73.869574
IRT,Flushing,Junction Blvd,Stair,YES,FULL,40.749213,-73.869696
IRT,Flushing,Lincoln Av-52nd St,Stair,YES,FULL,40.743933,-73.913003
IRT,Flushing,Lincoln Av-52nd St,Stair,YES,FULL,40.744067,-73.91308
IRT,Flushing,Lincoln Av-52nd St,Stair,YES,FULL,40.744453,-73.911282
IRT,Flushing,Lincoln Av-52nd St,Stair,YES,FULL,40.74459,-73.911294
IRT,Flushing,Lowery St-40th St,Stair,YES,FULL,40.74371,-73.924161
IRT,Flushing,Lowery St-40th St,Stair,YES,FULL,40.743882,-73.924112
IRT,Flushing,Lowery St-40th St,Stair,YES,FULL,40.743743,-73.924417
IRT,Flushing,Lowery St-40th St,Stair,YES,FULL,40.743911,-73.924385
IRT,Flushing,Mets - Willets Point,Door,YES,FULL,40.754777,-73.845737
IRT,Flushing,Mets - Willets Point,Stair,YES,FULL,40.754394,-73.845832
IRT,Flushing,Mets - Willets Point,Stair,YES,FULL,40.754657,-73.846014
IRT,Flushing,Mets - Willets Point,Stair,YES,FULL,40.754768,-73.845598
IRT,Flushing,Queensboro Plaza,Easement,YES,FULL,40.750835,-73.939671
IRT,Flushing,Queensboro Plaza,Stair,YES,FULL,40.750302,-73.940245
IRT,Flushing,Rawson St-33rd St,Stair,YES,FULL,40.744568,-73.93157
IRT,Flushing,Rawson St-33rd St,Stair,YES,FULL,40.744724,-73.931533
IRT,Flushing,Rawson St-33rd St,Stair,YES,FULL,40.744594,-73.931829
IRT,Flushing,Rawson St-33rd St,Stair,YES,FULL,40.744763,-73.931794
IRT,Flushing,Rawson St-33rd St,Stair,YES,NONE,40.744494,-73.930894
IRT,Flushing,Rawson St-33rd St,Stair,YES,NONE,40.744658,-73.930865
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,FULL,40.742759,-73.953893
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,FULL,40.742803,-73.953955
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,NONE,40.742588,-73.954252
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,NONE,40.742654,-73.954232
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,NONE,40.742496,-73.952482
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,NONE,40.742593,-73.95285
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,NO,NONE,40.742351,-73.952723
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,NO,NONE,40.742432,-73.953156
IRT,Flushing,Woodside Av-61st St,Escalator,YES,FULL,40.745531,-73.903248
IRT,Flushing,Woodside Av-61st St,Stair,YES,FULL,40.745717,-73.903063
IRT,Flushing,Woodside Av-61st St,Stair,YES,FULL,40.745692,-73.903234
BMT,Franklin,Botanic Gardens,Stair,YES,FULL,40.670588,-73.959093
BMT,Franklin,Franklin Av,Door,YES,FULL,40.681051,-73.95584
BMT,Franklin,Park Place,Stair,YES,FULL,40.674516,-73.957932
BMT,Franklin,Park Place,Stair,YES,FULL,40.675208,-73.957591
IND,Fulton,Broadway Junction-East New York,Door,YES,FULL,40.678334,-73.903922
IND,Fulton,Clinton & Washington Avs,Stair,YES,FULL,40.683653,-73.966797
IND,Fulton,Clinton & Washington Avs,Stair,YES,FULL,40.683695,-73.967069
IND,Fulton,Clinton & Washington Avs,Stair,YES,NONE,40.682868,-73.96463
IND,Fulton,Clinton & Washington Avs,Stair,NO,NONE,40.683172,-73.964689
IND,Fulton,Clinton & Washington Avs,Stair,NO,NONE,40.683317,-73.966741
IND,Fulton,Euclid Av,Elevator,YES,FULL,40.675554,-73.871875
IND,Fulton,Euclid Av,Stair,YES,FULL,40.675301,-73.871801
IND,Fulton,Euclid Av,Stair,YES,FULL,40.675533,-73.871742
IND,Fulton,Euclid Av,Stair,YES,FULL,40.675274,-73.872115
IND,Fulton,Euclid Av,Stair,YES,FULL,40.675478,-73.872109
IND,Fulton,Franklin Av,Stair,YES,NONE,40.681256,-73.95559
IND,Fulton,Hoyt & Schermerhorn,Stair,YES,FULL,40.689085,-73.985941
IND,Fulton,Hoyt & Schermerhorn,Stair,YES,FULL,40.688396,-73.984216
IND,Fulton,Jay St - Borough Hall,Easement,YES,FULL,40.692335,-73.987446
IND,Fulton,Jay St - Borough Hall,Easement,YES,FULL,40.692393,-73.987443
IND,Fulton,Jay St - Borough Hall,Escalator,YES,FULL,40.692336,-73.987494
IND,Fulton,Jay St - Borough Hall,Escalator,YES,FULL,40.692394,-73.987491
IND,Fulton,Jay St - Borough Hall,Easement,YES,NONE,40.693243,-73.987402
IND,Fulton,Jay St - Borough Hall,Easement,YES,NONE,40.693491,-73.987089
IND,Fulton,Jay St - Borough Hall,Easement,YES,NONE,40.693153,-73.987408
IND,Fulton,Jay St - Borough Hall,Escalator,YES,NONE,40.693153,-73.987484
IND,Fulton,Jay St - Borough Hall,Escalator,YES,NONE,40.693243,-73.987481
IND,Fulton,Jay St - Borough Hall,Stair,NO,NONE,40.692397,-73.987162
IND,Fulton,Jay St - Borough Hall,Stair,NO,NONE,40.692329,-73.987167
IND,Fulton,Jay St - Borough Hall,Stair,NO,NONE,40.691559,-73.987208
IND,Fulton,Jay St - Borough Hall,Stair,NO,NONE,40.6917,-73.987461
IND,Fulton,Kingston-Throop,Stair,YES,FULL,40.68001,-73.940247
IND,Fulton,Kingston-Throop,Stair,YES,FULL,40.680057,-73.940483
IND,Fulton,Kingston-Throop,Stair,YES,NONE,40.679804,-73.941119
IND,Fulton,Kingston-Throop,Stair,YES,NONE,40.679728,-73.941362
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.685789,-73.97276
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.685559,-73.9729
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.685969,-73.973021
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.6857,-73.973526
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.686077,-73.973308
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.686041,-73.974278
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.686409,-73.974347
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.686119,-73.974517
IND,Fulton,Lafayette Av,Stair,YES,FULL,40.686553,-73.974606
IND,Fulton,Liberty Av,Stair,YES,FULL,40.674242,-73.896645
IND,Fulton,Liberty Av,Stair,YES,FULL,40.674268,-73.896312
IND,Fulton,Liberty Av,Stair,YES,FULL,40.67443,-73.896776
IND,Fulton,Liberty Av,Stair,YES,FULL,40.674567,-73.896364
IND,Fulton,Nostrand Av,Stair,YES,FULL,40.680547,-73.949515
IND,Fulton,Nostrand Av,Stair,YES,FULL,40.680572,-73.949753
IND,Fulton,Nostrand Av,Stair,YES,NONE,40.680228,-73.949414
IND,Fulton,Nostrand Av,Stair,YES,NONE,40.680262,-73.949635
IND,Fulton,Ralph Av,Stair,YES,FULL,40.678702,-73.921552
IND,Fulton,Ralph Av,Stair,YES,FULL,40.678984,-73.921442
IND,Fulton,Ralph Av,Stair,YES,FULL,40.679164,-73.92187
IND,Fulton,Rockaway Av,Stair,YES,FULL,40.678594,-73.913732
IND,Fulton,Rockaway Av,Stair,YES,FULL,40.678317,-73.913651
IND,Fulton,Rockaway Av,Stair,YES,NONE,40.678513,-73.910773
IND,Fulton,Rockaway Av,Stair,YES,NONE,40.67846,-73.910971
IND,Fulton,Rockaway Av,Stair,NO,NONE,40.678017,-73.910661
IND,Fulton,Rockaway Av,Stair,NO,NONE,40.678142,-73.910875
IND,Fulton,Shepherd Av,Stair,YES,FULL,40.67397,-73.880667
IND,Fulton,Shepherd Av,Stair,YES,FULL,40.674303,-73.880749
IND,Fulton,Shepherd Av,Stair,YES,FULL,40.674234,-73.880927
IND,Fulton,Shepherd Av,Stair,YES,FULL,40.673989,-73.880869
IND,Fulton,Utica Av,Stair,YES,FULL,40.679095,-73.930044
IND,Fulton,Utica Av,Stair,YES,FULL,40.679487,-73.929725
IND,Fulton,Utica Av,Stair,YES,NONE,40.67953,-73.932021
IND,Fulton,Utica Av,Stair,YES,NONE,40.679346,-73.931987
IND,Fulton,Van Siclen Av,Stair,YES,FULL,40.672479,-73.890164
IND,Fulton,Van Siclen Av,Stair,YES,FULL,40.67285,-73.890257
IND,Fulton,Van Siclen Av,Stair,YES,FULL,40.672545,-73.890381
IND,Fulton,Van Siclen Av,Stair,YES,FULL,40.672771,-73.890584
IRT,Jerome,138th St,Stair,YES,FULL,40.813328,-73.930004
IRT,Jerome,138th St,Stair,YES,FULL,40.813091,-73.929689
IRT,Jerome,138th St,Stair,YES,FULL,40.813363,-73.929847
IRT,Jerome,149th St-Grand Concourse,Stair,YES,FULL,40.818281,-73.927251
IRT,Jerome,149th St-Grand Concourse,Stair,YES,FULL,40.818405,-73.927101
IRT,Jerome,149th St-Grand Concourse,Stair,YES,NONE,40.818259,-73.927659
IRT,Jerome,149th St-Grand Concourse,Stair,YES,NONE,40.818373,-73.927609
IRT,Jerome,167th St,Stair,YES,FULL,40.8356,-73.921131
IRT,Jerome,167th St,Stair,YES,FULL,40.835746,-73.921562
IRT,Jerome,167th St,Stair,YES,FULL,40.835726,-73.921059
IRT,Jerome,167th St,Stair,YES,FULL,40.835873,-73.92149
IRT,Jerome,170th St,Stair,YES,FULL,40.83996,-73.918018
IRT,Jerome,170th St,Stair,YES,FULL,40.839877,-73.917791
IRT,Jerome,170th St,Stair,YES,FULL,40.840076,-73.917648
IRT,Jerome,176th St,Stair,YES,FULL,40.848385,-73.912003
IRT,Jerome,176th St,Stair,YES,FULL,40.848501,-73.911633
IRT,Jerome,183rd St,Stair,YES,FULL,40.858267,-73.904099
IRT,Jerome,183rd St,Stair,YES,FULL,40.858453,-73.90369
IRT,Jerome,183rd St,Stair,YES,FULL,40.858477,-73.904088
IRT,Jerome,Bedford Park Blvd-Lehman College,Stair,YES,FULL,40.873528,-73.889754
IRT,Jerome,Burnside Av,Stair,YES,FULL,40.853313,-73.907977
IRT,Jerome,Burnside Av,Stair,YES,FULL,40.853181,-73.907782
IRT,Jerome,Burnside Av,Stair,YES,FULL,40.85367,-73.907654
IRT,Jerome,Burnside Av,Stair,YES,FULL,40.853596,-73.907393
IRT,Jerome,Fordham Rd,Stair,YES,FULL,40.862562,-73.901367
IRT,Jerome,Fordham Rd,Stair,YES,FULL,40.862592,-73.90097
IRT,Jerome,Fordham Rd,Stair,YES,FULL,40.86289,-73.901262
IRT,Jerome,Fordham Rd,Stair,YES,FULL,40.862814,-73.900815
IRT,Jerome,Kingsbridge Rd,Stair,YES,FULL,40.867606,-73.897418
IRT,Jerome,Kingsbridge Rd,Stair,YES,FULL,40.86762,-73.897152
IRT,Jerome,Kingsbridge Rd,Stair,YES,FULL,40.867766,-73.897039
IRT,Jerome,Mosholu Parkway,Stair,YES,FULL,40.880077,-73.88447
IRT,Jerome,Mosholu Parkway,Stair,YES,FULL,40.879899,-73.884244
IRT,Jerome,Mosholu Parkway,Stair,YES,NONE,40.879503,-73.885138
IRT,Jerome,Mosholu Parkway,Stair,YES,NONE,40.879343,-73.88488
IRT,Jerome,Mt Eden Av,Stair,YES,FULL,40.844702,-73.91465
IRT,Jerome,Mt Eden Av,Stair,YES,FULL,40.844389,-73.914578
IRT,Jerome,Woodlawn,Stair,YES,FULL,40.886819,-73.878376
IRT,Jerome,Woodlawn,Stair,YES,FULL,40.886737,-73.87812
IRT,Jerome,Yankee Stadium-161st St,Elevator,YES,NONE,40.827685,-73.925842
IRT,Jerome,Yankee Stadium-161st St,Stair,YES,NONE,40.827759,-73.9261
IRT,Jerome,Yankee Stadium-161st St,Stair,YES,NONE,40.827942,-73.926
IRT,Jerome,Yankee Stadium-161st St,Stair,YES,NONE,40.827854,-73.925745
IRT,Jerome,Yankee Stadium-161st St,Stair,NO,Spc Ev,40.827605,-73.926282
IRT,Jerome,Yankee Stadium-161st St,Stair,NO,Spc Ev,40.827529,-73.926322
IRT,Jerome,Yankee Stadium-161st St,Stair,NO,Spc Ev,40.827461,-73.926362
IRT,Jerome,Yankee Stadium-161st St,Stair,NO,Spc Ev,40.827399,-73.926394
